ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
2857,0.576,0.028,0.0,0.284,0.112
2858,0.624,0.0,0.008,0.188,0.18
2859,0.52,0.0,0.004,0.268,0.208
2860,0.376,0.008,0.032,0.06,0.524
2861,0.056,0.0,0.148,0.352,0.444
2862,0.0,0.004,0.04,0.0,0.956
2863,0.036,0.004,0.076,0.0,0.884
2864,0.808,0.0,0.004,0.088,0.1
2865,0.848,0.0,0.008,0.104,0.04
2866,0.008,0.0,0.004,0.012,0.976
2867,0.004,0.028,0.152,0.0,0.816
2868,0.648,0.0,0.02,0.104,0.228
2869,0.828,0.0,0.028,0.0,0.144
2870,0.612,0.0,0.024,0.264,0.1
2871,0.864,0.004,0.008,0.064,0.06
2872,0.376,0.0,0.008,0.412,0.204
2873,0.504,0.004,0.036,0.276,0.18
2874,0.724,0.0,0.012,0.004,0.26
2875,0.596,0.0,0.012,0.328,0.064
2876,0.112,0.04,0.036,0.0,0.812
2877,0.064,0.0,0.024,0.204,0.708
2878,0.0,0.0,0.008,0.0,0.992
2879,0.4,0.0,0.048,0.416,0.136
2880,0.0,0.004,0.104,0.0,0.892
2881,0.02,0.032,0.352,0.028,0.568
2882,0.892,0.004,0.012,0.028,0.064
2883,0.576,0.0,0.028,0.36,0.036
2884,0.516,0.0,0.008,0.356,0.12
2885,0.004,0.0,0.06,0.0,0.936
2886,0.664,0.0,0.0,0.152,0.184
2887,0.02,0.0,0.088,0.008,0.884
2888,0.264,0.02,0.112,0.476,0.128
2889,0.72,0.004,0.012,0.028,0.236
2890,0.784,0.0,0.016,0.068,0.132
2891,0.0,0.08,0.08,0.0,0.84
2892,0.752,0.0,0.004,0.012,0.232
2893,0.372,0.012,0.024,0.476,0.116
2894,0.888,0.0,0.004,0.032,0.076
2895,0.324,0.008,0.004,0.2,0.464
2896,0.588,0.0,0.008,0.16,0.244
2897,0.012,0.032,0.164,0.0,0.792
2898,0.576,0.0,0.012,0.24,0.172
2899,0.208,0.0,0.0,0.004,0.788
2900,0.66,0.0,0.0,0.128,0.212
2901,0.352,0.0,0.04,0.072,0.536
2902,0.728,0.0,0.008,0.028,0.236
2903,0.016,0.008,0.1,0.004,0.872
2904,0.416,0.0,0.04,0.448,0.096
2905,0.22,0.032,0.376,0.012,0.36
2906,0.816,0.016,0.004,0.072,0.092
2907,0.628,0.0,0.012,0.232,0.128
2908,0.4,0.0,0.04,0.068,0.492
2909,0.596,0.0,0.056,0.308,0.04
2910,0.388,0.004,0.072,0.048,0.488
2911,0.356,0.0,0.084,0.4,0.16
2912,0.884,0.0,0.004,0.06,0.052
2913,0.58,0.0,0.052,0.104,0.264
2914,0.592,0.004,0.004,0.268,0.132
2915,0.512,0.0,0.056,0.292,0.14
2916,0.076,0.0,0.056,0.38,0.488
2917,0.12,0.0,0.24,0.088,0.552
2918,0.672,0.004,0.008,0.292,0.024
2919,0.324,0.044,0.036,0.004,0.592
2920,0.4,0.0,0.036,0.244,0.32
2921,0.456,0.0,0.056,0.412,0.076
2922,0.388,0.004,0.072,0.408,0.128
2923,0.24,0.004,0.096,0.484,0.176
2924,0.444,0.0,0.0,0.356,0.2
2925,0.296,0.0,0.004,0.056,0.644
2926,0.016,0.076,0.348,0.0,0.56
2927,0.516,0.004,0.044,0.24,0.196
2928,0.816,0.0,0.044,0.012,0.128
2929,0.06,0.0,0.052,0.276,0.612
2930,0.428,0.024,0.056,0.176,0.316
2931,0.18,0.004,0.036,0.14,0.64
2932,0.948,0.0,0.004,0.02,0.028
2933,0.612,0.0,0.004,0.332,0.052
2934,0.308,0.0,0.044,0.488,0.16
2935,0.048,0.0,0.036,0.304,0.612
2936,0.44,0.0,0.028,0.436,0.096
2937,0.04,0.0,0.0,0.068,0.892
2938,0.02,0.028,0.244,0.0,0.708
2939,0.348,0.0,0.004,0.312,0.336
2940,0.992,0.0,0.0,0.004,0.004
2941,0.348,0.0,0.044,0.148,0.46
2942,0.004,0.012,0.024,0.0,0.96
2943,0.352,0.0,0.064,0.148,0.436
2944,0.344,0.0,0.028,0.156,0.472
2945,0.856,0.0,0.008,0.044,0.092
2946,0.276,0.008,0.02,0.496,0.2
2947,0.576,0.0,0.016,0.248,0.16
2948,0.76,0.004,0.02,0.14,0.076
2949,0.112,0.0,0.116,0.036,0.736
2950,0.192,0.0,0.048,0.228,0.532
2951,0.22,0.016,0.12,0.004,0.64
2952,0.704,0.0,0.04,0.1,0.156
2953,0.004,0.004,0.036,0.024,0.932
2954,0.336,0.008,0.028,0.568,0.06
2955,0.652,0.004,0.0,0.008,0.336
2956,0.16,0.0,0.168,0.48,0.192
2957,0.256,0.0,0.0,0.124,0.62
2958,0.396,0.004,0.06,0.3,0.24
2959,0.128,0.008,0.052,0.152,0.66
2960,0.42,0.0,0.036,0.484,0.06
2961,0.216,0.0,0.012,0.24,0.532
2962,0.28,0.008,0.02,0.624,0.068
2963,0.452,0.012,0.0,0.024,0.512
2964,0.076,0.0,0.148,0.672,0.104
2965,0.004,0.028,0.008,0.0,0.96
2966,0.944,0.004,0.012,0.0,0.04
2967,0.084,0.0,0.128,0.312,0.476
2968,0.396,0.0,0.004,0.44,0.16
2969,0.8,0.012,0.0,0.064,0.124
2970,0.484,0.0,0.016,0.204,0.296
2971,0.08,0.024,0.012,0.0,0.884
2972,0.028,0.004,0.06,0.196,0.712
2973,0.988,0.0,0.008,0.0,0.004
2974,0.004,0.016,0.228,0.032,0.72
2975,0.156,0.0,0.244,0.276,0.324
2976,0.42,0.008,0.044,0.044,0.484
2977,0.304,0.0,0.016,0.372,0.308
2978,0.304,0.0,0.004,0.192,0.5
2979,0.0,0.0,0.024,0.0,0.976
2980,0.972,0.004,0.004,0.012,0.008
2981,0.644,0.028,0.04,0.008,0.28
2982,0.26,0.0,0.02,0.46,0.26
2983,0.04,0.0,0.148,0.004,0.808
2984,0.496,0.0,0.016,0.44,0.048
2985,0.416,0.008,0.036,0.04,0.5
2986,0.42,0.0,0.028,0.324,0.228
2987,0.328,0.008,0.052,0.292,0.32
2988,0.004,0.008,0.016,0.0,0.972
2989,0.1,0.0,0.02,0.072,0.808
2990,0.268,0.0,0.116,0.02,0.596
2991,0.82,0.0,0.0,0.032,0.148
2992,0.516,0.004,0.048,0.252,0.18
2993,0.784,0.0,0.008,0.1,0.108
2994,0.888,0.0,0.016,0.068,0.028
2995,0.112,0.0,0.22,0.376,0.292
2996,0.836,0.004,0.0,0.052,0.108
2997,0.624,0.004,0.0,0.288,0.084
2998,0.572,0.0,0.024,0.212,0.192
2999,0.688,0.0,0.0,0.292,0.02
3000,0.212,0.016,0.028,0.536,0.208
3001,0.812,0.0,0.0,0.048,0.14
3002,0.404,0.004,0.004,0.496,0.092
3003,0.204,0.0,0.152,0.332,0.312
3004,0.572,0.008,0.064,0.212,0.144
3005,0.808,0.0,0.004,0.04,0.148
3006,0.0,0.004,0.004,0.0,0.992
3007,0.676,0.0,0.008,0.128,0.188
3008,0.492,0.004,0.04,0.34,0.124
3009,0.004,0.02,0.108,0.008,0.86
3010,0.972,0.0,0.0,0.012,0.016
3011,0.98,0.0,0.0,0.004,0.016
3012,0.548,0.0,0.012,0.256,0.184
3013,0.036,0.0,0.284,0.348,0.332
3014,0.0,0.0,0.032,0.0,0.968
3015,0.456,0.056,0.072,0.064,0.352
3016,0.008,0.0,0.068,0.0,0.924
3017,0.68,0.0,0.024,0.208,0.088
3018,0.52,0.0,0.036,0.372,0.072
3019,0.488,0.0,0.068,0.164,0.28
3020,0.4,0.0,0.072,0.344,0.184
3021,0.94,0.0,0.012,0.004,0.044
3022,0.728,0.0,0.0,0.196,0.076
3023,0.46,0.0,0.036,0.224,0.28
3024,0.76,0.0,0.0,0.004,0.236
3025,0.948,0.004,0.0,0.0,0.048
3026,0.28,0.092,0.048,0.028,0.552
3027,0.164,0.012,0.044,0.592,0.188
3028,0.48,0.0,0.02,0.404,0.096
3029,0.112,0.004,0.104,0.46,0.32
3030,0.504,0.0,0.008,0.192,0.296
3031,0.448,0.0,0.0,0.176,0.376
3032,0.712,0.0,0.0,0.2,0.088
3033,0.808,0.0,0.024,0.004,0.164
3034,0.088,0.0,0.092,0.276,0.544
3035,0.54,0.0,0.044,0.24,0.176
3036,0.008,0.0,0.06,0.0,0.932
3037,0.224,0.004,0.048,0.52,0.204
3038,0.0,0.004,0.0,0.0,0.996
3039,0.296,0.004,0.02,0.56,0.12
3040,0.004,0.208,0.212,0.0,0.576
3041,0.628,0.0,0.0,0.16,0.212
3042,0.412,0.0,0.04,0.352,0.196
3043,0.744,0.004,0.0,0.012,0.24
3044,0.864,0.0,0.008,0.016,0.112
3045,0.876,0.0,0.012,0.036,0.076
3046,0.248,0.024,0.008,0.0,0.72
3047,0.0,0.004,0.016,0.0,0.98
3048,0.0,0.036,0.08,0.0,0.884
3049,0.02,0.008,0.06,0.008,0.904
3050,0.128,0.008,0.124,0.496,0.244
3051,0.292,0.04,0.052,0.32,0.296
3052,0.348,0.0,0.076,0.336,0.24
3053,0.728,0.0,0.0,0.016,0.256
3054,0.968,0.0,0.008,0.012,0.012
3055,0.276,0.004,0.06,0.544,0.116
3056,0.472,0.0,0.088,0.344,0.096
3057,0.732,0.0,0.016,0.116,0.136
3058,0.876,0.0,0.008,0.032,0.084
3059,0.004,0.004,0.008,0.0,0.984
3060,0.384,0.06,0.048,0.004,0.504
3061,0.116,0.0,0.12,0.332,0.432
3062,0.64,0.0,0.008,0.056,0.296
3063,0.144,0.0,0.036,0.476,0.344
3064,0.636,0.0,0.02,0.248,0.096
3065,0.856,0.0,0.012,0.02,0.112
3066,0.94,0.0,0.0,0.016,0.044
3067,0.336,0.0,0.036,0.34,0.288
3068,0.0,0.024,0.104,0.0,0.872
3069,0.036,0.028,0.316,0.0,0.62
3070,0.0,0.0,0.016,0.0,0.984
3071,0.36,0.116,0.056,0.204,0.264
3072,0.656,0.0,0.012,0.152,0.18
3073,0.656,0.0,0.0,0.152,0.192
3074,0.052,0.028,0.4,0.032,0.488
3075,0.528,0.0,0.024,0.012,0.436
3076,0.548,0.0,0.028,0.364,0.06
3077,0.648,0.0,0.044,0.016,0.292
3078,0.552,0.0,0.004,0.204,0.24
3079,0.4,0.0,0.116,0.356,0.128
3080,0.752,0.0,0.004,0.144,0.1
3081,0.508,0.0,0.016,0.404,0.072
3082,0.756,0.004,0.012,0.036,0.192
3083,0.752,0.0,0.008,0.1,0.14
3084,0.66,0.0,0.012,0.208,0.12
3085,0.024,0.056,0.288,0.032,0.6
3086,0.504,0.008,0.016,0.356,0.116
3087,0.116,0.016,0.04,0.1,0.728
3088,0.0,0.0,0.0,0.0,1.0
3089,0.152,0.008,0.012,0.124,0.704
3090,0.476,0.0,0.016,0.22,0.288
3091,0.816,0.0,0.004,0.12,0.06
3092,0.132,0.0,0.024,0.476,0.368
3093,0.632,0.004,0.02,0.056,0.288
3094,0.144,0.0,0.024,0.212,0.62
3095,0.844,0.0,0.0,0.012,0.144
3096,0.112,0.008,0.016,0.344,0.52
3097,0.588,0.0,0.064,0.124,0.224
3098,0.084,0.0,0.032,0.096,0.788
3099,0.46,0.004,0.024,0.148,0.364
3100,0.104,0.004,0.044,0.14,0.708
3101,0.0,0.008,0.024,0.0,0.968
3102,0.632,0.008,0.012,0.252,0.096
3103,0.0,0.0,0.004,0.0,0.996
3104,0.024,0.0,0.04,0.26,0.676
3105,0.26,0.0,0.06,0.152,0.528
3106,0.112,0.0,0.076,0.616,0.196
3107,0.696,0.0,0.004,0.228,0.072
3108,0.596,0.0,0.008,0.012,0.384
3109,0.376,0.0,0.084,0.484,0.056
3110,0.092,0.0,0.036,0.156,0.716
3111,0.108,0.0,0.028,0.328,0.536
3112,0.068,0.0,0.076,0.004,0.852
3113,0.256,0.0,0.012,0.624,0.108
3114,0.136,0.008,0.248,0.188,0.42
3115,0.692,0.0,0.02,0.2,0.088
3116,0.06,0.028,0.108,0.004,0.8
3117,0.24,0.0,0.096,0.38,0.284
3118,0.0,0.02,0.028,0.0,0.952
3119,0.0,0.0,0.012,0.0,0.988
3120,0.544,0.0,0.052,0.276,0.128
3121,0.584,0.0,0.016,0.144,0.256
3122,0.008,0.016,0.036,0.008,0.932
3123,0.776,0.0,0.036,0.124,0.064
3124,0.176,0.004,0.076,0.048,0.696
3125,0.788,0.0,0.004,0.02,0.188
3126,0.248,0.004,0.052,0.04,0.656
3127,0.176,0.008,0.096,0.376,0.344
3128,0.044,0.012,0.112,0.0,0.832
3129,0.052,0.0,0.072,0.528,0.348
3130,0.832,0.0,0.028,0.036,0.104
3131,0.924,0.0,0.004,0.008,0.064
3132,0.484,0.0,0.004,0.052,0.46
3133,0.428,0.0,0.02,0.368,0.184
3134,0.396,0.0,0.008,0.492,0.104
3135,0.008,0.032,0.004,0.0,0.956
3136,0.06,0.0,0.0,0.024,0.916
3137,0.46,0.0,0.032,0.312,0.196
3138,0.108,0.0,0.028,0.428,0.436
3139,0.164,0.012,0.092,0.048,0.684
3140,0.696,0.0,0.016,0.172,0.116
3141,0.528,0.004,0.036,0.064,0.368
3142,0.392,0.0,0.048,0.3,0.26
3143,0.352,0.0,0.052,0.324,0.272
3144,0.032,0.012,0.068,0.048,0.84
3145,0.108,0.04,0.16,0.032,0.66
3146,0.012,0.012,0.02,0.008,0.948
3147,0.0,0.0,0.008,0.0,0.992
3148,0.0,0.012,0.116,0.0,0.872
3149,0.008,0.172,0.532,0.0,0.288
3150,0.48,0.004,0.02,0.368,0.128
3151,0.0,0.008,0.072,0.0,0.92
3152,0.472,0.0,0.032,0.032,0.464
3153,0.34,0.0,0.076,0.188,0.396
3154,0.432,0.0,0.036,0.348,0.184
3155,0.04,0.064,0.304,0.004,0.588
3156,0.068,0.0,0.12,0.276,0.536
3157,0.72,0.0,0.004,0.132,0.144
3158,0.56,0.004,0.072,0.048,0.316
3159,0.264,0.012,0.084,0.488,0.152
3160,0.036,0.004,0.068,0.004,0.888
3161,0.676,0.0,0.004,0.188,0.132
3162,0.176,0.0,0.02,0.252,0.552
3163,0.336,0.0,0.072,0.06,0.532
3164,0.816,0.0,0.02,0.02,0.144
3165,0.128,0.02,0.048,0.016,0.788
3166,0.236,0.008,0.172,0.464,0.12
3167,0.0,0.0,0.028,0.0,0.972
3168,0.748,0.02,0.092,0.028,0.112
3169,0.476,0.0,0.02,0.384,0.12
3170,0.0,0.0,0.028,0.0,0.972
3171,0.856,0.0,0.0,0.02,0.124
3172,0.344,0.0,0.056,0.408,0.192
3173,0.236,0.0,0.008,0.128,0.628
3174,0.064,0.012,0.036,0.004,0.884
3175,0.736,0.0,0.02,0.12,0.124
3176,0.736,0.0,0.036,0.008,0.22
3177,0.2,0.036,0.336,0.048,0.38
3178,0.256,0.004,0.016,0.068,0.656
3179,0.048,0.008,0.104,0.252,0.588
3180,0.072,0.0,0.272,0.472,0.184
3181,0.888,0.0,0.008,0.064,0.04
3182,0.0,0.0,0.028,0.0,0.972
3183,0.408,0.004,0.128,0.176,0.284
3184,0.392,0.0,0.004,0.508,0.096
3185,0.268,0.004,0.308,0.02,0.4
3186,0.008,0.0,0.036,0.0,0.956
3187,0.436,0.0,0.024,0.316,0.224
3188,0.128,0.008,0.132,0.456,0.276
3189,0.44,0.0,0.032,0.404,0.124
3190,0.0,0.0,0.004,0.0,0.996
3191,0.64,0.008,0.0,0.2,0.152
3192,0.34,0.028,0.196,0.028,0.408
3193,0.84,0.0,0.004,0.048,0.108
3194,0.936,0.0,0.004,0.028,0.032
3195,0.72,0.0,0.0,0.148,0.132
3196,0.304,0.0,0.028,0.512,0.156
3197,0.056,0.012,0.164,0.044,0.724
3198,0.628,0.0,0.004,0.16,0.208
3199,0.556,0.0,0.004,0.296,0.144
3200,0.092,0.0,0.156,0.472,0.28
3201,0.252,0.0,0.056,0.504,0.188
3202,0.272,0.0,0.036,0.528,0.164
3203,0.32,0.004,0.012,0.268,0.396
3204,0.408,0.004,0.032,0.164,0.392
3205,0.828,0.0,0.0,0.084,0.088
3206,0.564,0.0,0.064,0.088,0.284
3207,0.188,0.0,0.004,0.132,0.676
3208,0.284,0.0,0.016,0.644,0.056
3209,0.236,0.0,0.012,0.504,0.248
3210,0.0,0.008,0.004,0.0,0.988
3211,0.208,0.0,0.408,0.04,0.344
3212,0.36,0.0,0.032,0.428,0.18
3213,0.008,0.0,0.028,0.004,0.96
3214,0.58,0.004,0.024,0.196,0.196
3215,0.272,0.0,0.16,0.308,0.26
3216,0.276,0.0,0.08,0.2,0.444
3217,0.644,0.0,0.008,0.04,0.308
3218,0.492,0.0,0.08,0.352,0.076
3219,0.02,0.008,0.18,0.012,0.78
3220,0.0,0.016,0.008,0.0,0.976
3221,0.304,0.0,0.072,0.464,0.16
3222,0.0,0.0,0.02,0.0,0.98
3223,0.708,0.0,0.012,0.144,0.136
3224,0.588,0.0,0.036,0.144,0.232
3225,0.396,0.0,0.008,0.188,0.408
3226,0.288,0.0,0.04,0.06,0.612
3227,0.0,0.0,0.0,0.0,1.0
3228,0.492,0.004,0.02,0.22,0.264
3229,0.028,0.004,0.204,0.016,0.748
3230,0.196,0.0,0.092,0.468,0.244
3231,0.916,0.004,0.012,0.04,0.028
3232,0.416,0.012,0.028,0.16,0.384
3233,0.676,0.0,0.028,0.2,0.096
3234,0.0,0.0,0.016,0.0,0.984
3235,0.396,0.0,0.028,0.52,0.056
3236,0.52,0.004,0.008,0.208,0.26
3237,0.788,0.0,0.004,0.128,0.08
3238,0.236,0.004,0.036,0.52,0.204
3239,0.324,0.0,0.048,0.384,0.244
3240,0.516,0.0,0.024,0.332,0.128
3241,0.208,0.004,0.072,0.532,0.184
3242,0.34,0.0,0.056,0.556,0.048
3243,0.0,0.024,0.012,0.004,0.96
3244,0.864,0.048,0.0,0.016,0.072
3245,0.0,0.0,0.068,0.0,0.932
3246,0.332,0.0,0.016,0.324,0.328
3247,0.004,0.0,0.68,0.004,0.312
3248,0.848,0.0,0.012,0.076,0.064
3249,0.04,0.032,0.676,0.048,0.204
3250,0.764,0.0,0.0,0.192,0.044
3251,0.864,0.0,0.0,0.1,0.036
3252,0.0,0.012,0.092,0.0,0.896
3253,0.212,0.0,0.088,0.532,0.168
3254,0.004,0.008,0.064,0.0,0.924
3255,0.62,0.0,0.0,0.232,0.148
3256,0.388,0.0,0.02,0.212,0.38
3257,0.664,0.0,0.0,0.296,0.04
3258,0.768,0.0,0.004,0.044,0.184
3259,0.58,0.0,0.036,0.272,0.112
3260,0.356,0.008,0.048,0.484,0.104
3261,0.06,0.012,0.244,0.004,0.68
3262,0.384,0.0,0.016,0.044,0.556
3263,0.56,0.0,0.012,0.22,0.208
3264,0.372,0.004,0.02,0.212,0.392
3265,0.308,0.004,0.016,0.5,0.172
3266,0.876,0.0,0.0,0.072,0.052
3267,0.656,0.004,0.052,0.004,0.284
3268,0.16,0.0,0.04,0.608,0.192
3269,0.724,0.0,0.004,0.008,0.264
3270,0.0,0.012,0.088,0.008,0.892
3271,0.444,0.004,0.024,0.444,0.084
3272,0.0,0.008,0.028,0.0,0.964
3273,0.796,0.0,0.012,0.112,0.08
3274,0.52,0.0,0.164,0.216,0.1
3275,0.104,0.008,0.092,0.344,0.452
3276,0.092,0.0,0.34,0.356,0.212
3277,0.7,0.0,0.0,0.172,0.128
3278,0.832,0.0,0.008,0.076,0.084
3279,0.392,0.0,0.06,0.236,0.312
3280,0.04,0.028,0.14,0.0,0.792
3281,0.432,0.0,0.02,0.456,0.092
3282,0.336,0.0,0.024,0.46,0.18
3283,0.032,0.004,0.072,0.0,0.892
3284,0.34,0.0,0.028,0.356,0.276
3285,0.004,0.0,0.044,0.0,0.952
3286,0.86,0.004,0.004,0.012,0.12
3287,0.208,0.004,0.092,0.564,0.132
3288,0.468,0.0,0.056,0.288,0.188
3289,0.568,0.0,0.008,0.328,0.096
3290,0.596,0.0,0.116,0.052,0.236
3291,0.556,0.0,0.02,0.2,0.224
3292,0.66,0.0,0.004,0.268,0.068
3293,0.784,0.008,0.0,0.004,0.204
3294,0.14,0.02,0.104,0.0,0.736
3295,0.992,0.0,0.0,0.004,0.004
3296,0.936,0.0,0.0,0.024,0.04
3297,0.164,0.088,0.024,0.0,0.724
3298,0.584,0.0,0.008,0.224,0.184
3299,0.924,0.0,0.0,0.024,0.052
3300,0.004,0.0,0.0,0.004,0.992
3301,0.104,0.016,0.236,0.02,0.624
3302,0.236,0.004,0.064,0.1,0.596
3303,0.02,0.08,0.212,0.0,0.688
3304,0.964,0.0,0.0,0.024,0.012
3305,0.568,0.004,0.02,0.232,0.176
3306,0.548,0.0,0.008,0.1,0.344
3307,0.02,0.032,0.144,0.02,0.784
3308,0.276,0.032,0.024,0.004,0.664
3309,0.412,0.0,0.108,0.408,0.072
3310,0.0,0.0,0.02,0.0,0.98
3311,0.564,0.0,0.012,0.004,0.42
3312,0.0,0.0,0.012,0.0,0.988
3313,0.196,0.0,0.016,0.172,0.616
3314,0.548,0.0,0.024,0.364,0.064
3315,0.06,0.096,0.328,0.032,0.484
3316,0.388,0.0,0.036,0.256,0.32
3317,0.024,0.04,0.032,0.0,0.904
3318,0.076,0.024,0.024,0.0,0.876
3319,0.812,0.0,0.024,0.052,0.112
3320,0.304,0.004,0.032,0.564,0.096
3321,0.572,0.0,0.004,0.292,0.132
3322,0.772,0.004,0.0,0.016,0.208
3323,0.572,0.0,0.044,0.328,0.056
3324,0.428,0.0,0.028,0.256,0.288
3325,0.2,0.0,0.244,0.248,0.308
3326,0.32,0.004,0.036,0.068,0.572
3327,0.4,0.0,0.012,0.4,0.188
3328,0.588,0.004,0.008,0.328,0.072
3329,0.004,0.008,0.012,0.0,0.976
3330,0.128,0.0,0.068,0.18,0.624
3331,0.912,0.0,0.012,0.0,0.076
3332,0.364,0.012,0.12,0.344,0.16
3333,0.368,0.0,0.088,0.324,0.22
3334,0.204,0.008,0.024,0.004,0.76
3335,0.448,0.0,0.024,0.016,0.512
3336,0.3,0.0,0.024,0.096,0.58
3337,0.088,0.004,0.024,0.076,0.808
3338,0.252,0.0,0.06,0.464,0.224
3339,0.0,0.008,0.004,0.004,0.984
3340,0.8,0.0,0.0,0.004,0.196
3341,0.404,0.0,0.056,0.372,0.168
3342,0.468,0.008,0.04,0.2,0.284
3343,0.016,0.0,0.364,0.012,0.608
3344,0.608,0.0,0.016,0.3,0.076
3345,0.576,0.0,0.012,0.336,0.076
3346,0.288,0.008,0.02,0.004,0.68
3347,0.02,0.0,0.2,0.584,0.196
3348,0.66,0.032,0.016,0.08,0.212
3349,0.388,0.0,0.092,0.396,0.124
3350,0.06,0.0,0.024,0.004,0.912
3351,0.52,0.0,0.048,0.364,0.068
3352,0.584,0.0,0.012,0.32,0.084
3353,0.0,0.0,0.0,0.0,1.0
3354,0.352,0.004,0.032,0.22,0.392
3355,0.108,0.004,0.096,0.54,0.252
3356,0.016,0.008,0.08,0.072,0.824
3357,0.956,0.0,0.0,0.004,0.04
3358,0.28,0.0,0.028,0.096,0.596
3359,0.736,0.0,0.044,0.012,0.208
3360,0.836,0.0,0.004,0.024,0.136
3361,0.216,0.024,0.1,0.096,0.564
3362,0.316,0.024,0.016,0.008,0.636
3363,0.008,0.0,0.164,0.0,0.828
3364,0.828,0.004,0.008,0.028,0.132
3365,0.624,0.004,0.024,0.152,0.196
3366,0.716,0.004,0.012,0.224,0.044
3367,0.86,0.008,0.0,0.004,0.128
3368,0.1,0.024,0.308,0.012,0.556
3369,0.396,0.0,0.016,0.228,0.36
3370,0.74,0.0,0.0,0.144,0.116
3371,0.716,0.0,0.012,0.088,0.184
3372,0.5,0.0,0.02,0.06,0.42
3373,0.104,0.0,0.056,0.796,0.044
3374,0.02,0.008,0.288,0.028,0.656
3375,0.0,0.004,0.004,0.0,0.992
3376,0.0,0.004,0.004,0.0,0.992
3377,0.624,0.0,0.004,0.124,0.248
3378,0.792,0.084,0.036,0.0,0.088
3379,0.28,0.02,0.024,0.436,0.24
3380,0.028,0.0,0.048,0.176,0.748
3381,0.672,0.0,0.036,0.04,0.252
3382,0.36,0.004,0.04,0.328,0.268
3383,0.0,0.0,0.012,0.0,0.988
3384,0.552,0.012,0.056,0.008,0.372
3385,0.38,0.0,0.036,0.416,0.168
3386,0.944,0.004,0.008,0.024,0.02
3387,0.0,0.0,0.004,0.0,0.996
3388,0.176,0.012,0.012,0.008,0.792
3389,0.112,0.032,0.028,0.0,0.828
3390,0.424,0.0,0.004,0.348,0.224
3391,0.024,0.008,0.164,0.0,0.804
3392,0.028,0.056,0.316,0.016,0.584
3393,0.288,0.0,0.032,0.128,0.552
3394,0.108,0.0,0.076,0.356,0.46
3395,0.568,0.0,0.02,0.112,0.3
3396,0.26,0.032,0.056,0.008,0.644
3397,0.872,0.0,0.0,0.06,0.068
3398,0.928,0.0,0.0,0.012,0.06
3399,0.576,0.008,0.152,0.008,0.256
3400,0.228,0.0,0.112,0.376,0.284
3401,0.676,0.004,0.064,0.016,0.24
3402,0.944,0.0,0.004,0.004,0.048
3403,0.18,0.004,0.088,0.488,0.24
3404,0.18,0.0,0.016,0.02,0.784
3405,0.564,0.0,0.008,0.004,0.424
3406,0.104,0.0,0.192,0.54,0.164
3407,0.004,0.0,0.024,0.0,0.972
3408,0.432,0.0,0.008,0.32,0.24
3409,0.4,0.0,0.032,0.204,0.364
3410,0.052,0.008,0.112,0.004,0.824
3411,0.004,0.044,0.456,0.0,0.496
3412,0.236,0.004,0.088,0.508,0.164
3413,0.424,0.0,0.036,0.476,0.064
3414,0.692,0.0,0.004,0.244,0.06
3415,0.576,0.004,0.0,0.368,0.052
3416,0.744,0.0,0.02,0.072,0.164
3417,0.352,0.004,0.044,0.112,0.488
3418,0.196,0.004,0.028,0.012,0.76
3419,0.0,0.008,0.04,0.004,0.948
3420,0.064,0.0,0.084,0.352,0.5
3421,0.436,0.0,0.028,0.388,0.148
3422,0.076,0.036,0.036,0.008,0.844
3423,0.396,0.0,0.044,0.284,0.276
3424,0.06,0.184,0.056,0.016,0.684
3425,0.028,0.0,0.08,0.432,0.46
3426,0.2,0.044,0.148,0.008,0.6
3427,0.504,0.0,0.024,0.368,0.104
3428,0.908,0.0,0.008,0.04,0.044
3429,0.02,0.08,0.54,0.008,0.352
3430,0.54,0.0,0.032,0.296,0.132
3431,0.684,0.008,0.012,0.012,0.284
3432,0.752,0.0,0.02,0.048,0.18
3433,0.22,0.008,0.048,0.444,0.28
3434,0.756,0.0,0.012,0.136,0.096
3435,0.0,0.02,0.02,0.0,0.96
3436,0.632,0.0,0.0,0.1,0.268
3437,0.412,0.0,0.008,0.456,0.124
3438,0.352,0.0,0.048,0.544,0.056
3439,0.448,0.0,0.032,0.256,0.264
3440,0.52,0.0,0.008,0.12,0.352
3441,0.052,0.0,0.132,0.328,0.488
3442,0.048,0.024,0.344,0.032,0.552
3443,0.284,0.0,0.028,0.52,0.168
3444,0.164,0.0,0.036,0.268,0.532
3445,0.312,0.0,0.06,0.528,0.1
3446,0.44,0.0,0.036,0.316,0.208
3447,0.064,0.0,0.048,0.504,0.384
3448,0.292,0.0,0.028,0.012,0.668
3449,0.056,0.016,0.152,0.04,0.736
3450,0.18,0.0,0.004,0.004,0.812
3451,0.424,0.0,0.016,0.096,0.464
3452,0.704,0.004,0.052,0.04,0.2
3453,0.888,0.0,0.0,0.08,0.032
3454,0.004,0.028,0.06,0.0,0.908
3455,0.576,0.0,0.02,0.352,0.052
3456,0.94,0.0,0.0,0.008,0.052
3457,0.948,0.0,0.008,0.008,0.036
3458,0.188,0.0,0.052,0.436,0.324
3459,0.216,0.0,0.136,0.468,0.18
3460,0.552,0.0,0.012,0.348,0.088
3461,0.452,0.0,0.008,0.228,0.312
3462,0.804,0.0,0.012,0.092,0.092
3463,0.6,0.004,0.004,0.156,0.236
